,sector_actividad,count
383,CNAE 712 CNAE 2790 base sistemas ingenieria automatizacion instrumentacion industrial principales actividades centran · ingenieria basica detalle · integracion sistemas control basados dcs plc+scada · diseno configuracion redes industriales profinet modbus tcp ip opc ua iec · diseno fabricacion armarios control · definicion suministro instrumentos sistemas analizadores · solucion integral llaves mano proyectos automatizacion principales sectores industriales actividad quimico energetico farmaceutico dentro sector energetico centrados energias renovables focos tecnologias hidrogeno fuels biogas acompanando clientes · estaciones servicio hidrogeno hrs · almacenamiento hidrogeno · almacenamiento energia baterias inteligentes bess · bancos pruebas hidrogeno integracion equipos sistemas cnae actividades profesionales cientificas tecnicas cnae fabricacion material equipo electrico,1
384,parques atracciones museos,1
385,marketing comunicacion etico diseno etico,1
386,sector agroalimentario actividad agricultura produccion primaria transformacion distribucion comercializacion aceite oliva virgen extra,1
387,nodriza tech venture builder auna empresas diferentes sectores perfil tecnologico comun proyectos desarrollado todocesped cesped artificial arelux top chemicals materiales construccion orientados ahorro eficiencia energetica sportup vita nails doctor property inmobiliaria online,1
388,formacion ocupacional trabajadores activo desempleados modalidad presencial linea enfocada mejora desarrollo competencial personas organizaciones,1
389,fabricacion cuadros electricos equipos integracion electromecanica,1
390,industria alimentaria,1
391,cooperativa credito financiero,1
392,automocion,1
393,consultoria asesoria recursos humanos seleccion formacion desarrollo profesionales coaching ejecutivo empresarial profesor formacion profesionales,1
394,recuperacion textil,1
395,soluciones logisticas integrales ambito civil militar emergencia saneamiento wash vivienda salud alimentacion telecomunicaciones sostenibilidad,1
396,actividades ensenanza formacion empleo,1
397,seguridad privada proteccion incendios alarmas,1
398,servicios limpieza jardineria hosteleria,1
399,asesoria fiscal laboral contable,1
400,servicio publico transporte viajeros taxi,1
401,fundacion ambito estatal,1
402,metal fabricacion disenocomercializacion servicio posventa cajas fuertes productos seguridad buzones productos comunidad,1
403,investigacion mercados,1
404,pertenece sector servicios siendo actualidad principales lineas actuacion servicio documentacion clientes desarrollos aplicaciones informaticas,1
405,agropecuario,1
406,servicios socioculturales comunidad,1
407,ofrecer soluciones desafios seguridad hidrica contribuir construccion futuro sostenible resiliente trabajando bajo principios economia circular sociedad inteligente,1
408,social,1
409,promocion centros servicios actividades prevencion dependencia promocion autonomia personas discapacidad intelectual familias,1
410,sector construccion actividad excavaciones movimiento tierras,1
411,obra publica movimiento tierras obra civil produccion aridos,1
412,realizacion actividades persigan consecucion fines interes general tipo cultural formativo asistencial promocion voluntariado social defensa medio ambiente naturaleza analoga especialmente aragon situado santuario senora angeles torreciudad ambito actuacion territorio nacional,1
413,CNAE 85 organizacion empresarial ambito comunidad autonoma aragon cnae actividades organizaciones empresariales profesionales patronales cnae educacion ncop,1
414,creacion desarrollo programas innovadores formacion panorama educativo cultural comunidad aragonesa resto territorio nacional,1
415,servicios comunitarios facilities proceso dento iniciativa empresas insercion,1
416,entidad caracter multisectorial ambito actuacion comarca somontano barbastro,1
417,desarrollo soluciones tecnologicas empresa especializada realidad extendida realidad aumentada virtual mixta creacion mundos virtuales metaverso empresarial,1
418,ingenieria especializada construccion proyectos aplicados sector produccion animal produccion vegetal agroalimentacion diseno gestion infraestructuras equipamiento destinado ganaderia servicios instalacion montaje mantenimiento distribucion productos fitosanitarios servicio asesoramiento gestion integrada plagas sanidad vegetal nutricion especializada,1
419,fabricacion equipos climatizacion,1
420,educacion formacion consultoria,1
421,sector tecnologia atria solucionamos problemas industriales clientes traves nuevas tecnologias industria materiales,1
422,educacion infantil primaria secundaria bachillerato,1
423,fabricacion envases vidrio,1
424,ymca organizacion lucrativa filiacion politica confesional dirigida voluntarios persigue mejorar sociedad traves apoyo ninos jovenes familias caracter voluntario ambito internacional presente paises centros empleados voluntarios mundo espana presente centros comunidades aragon presente centros tres provincias espana mas trabajadores voluntarios aragon trabajadores voluntarios,1
425,cooperacion desarrollo,1
426,sector fin fundacional inclusion mercado laboral aquellas personas diversas circunstancias encuentran riesgo exclusion social ambito actuacion nacional dispone direcciones regionales delegaciones comunidad autonoma oficina tres provincias zaragoza capital teruel capital alcaniz provincia huesca barbastro,1
427,comercio metal,1
428,consultoria marketing estrategico sector servicios customer experiences diseno servicios experiencias aplicados sector servicios general especializado sector turistico diseno planificacion organizacion control viajes medida eventos corporativos docencia area gestion empresarial especializado marketing gestion empresarial formacion emprendedores,1
429,industria quimica,1
430,servicios peluqueria senoras caballeros tratamientos belleza personal micropigmentacion,1
431,desarrollo rural gestion programas europeos,1
432,comunicacion asuntos publicos,1
433,* diseno proyectos instalacion mantenimiento instalaciones alumbrado publico ornamental climatizacion electricas alta baja tension megafonia sonorizacion automatizacion domotica inmotica fuentes ornamentales ciberneticas telecomunicaciones * mantenimiento integral edificios * empresa servicios energeticos eficiencia energetica auditoria asesoria certificacion * empresa delegada fenie energia suministro luz gas,1
434,iluminacion,1
435,comercio hosteleria,1
436,telecomunicaciones venta instalacion reparacion sistemas telecomunicaciones informatica electricos electronicos energias renovables domotica inmotica sonorizacion iluminacion redes datos redes datos voz alarmas,1
437,asempaz desarrolla actividad dentro ambito territorial ciudad teruel perjuicio pueda llegar desarrollar actividades ambitos superiores razon acuerdos adoptados misma participacion organizaciones empresariales ambito provincial regional nacional,1
438,industria fabricacion cables electricos comercio mayorista chatarra metales desecho partir,1
439,actividades empresariales asociacitvas,1
440,consultoria desarrollo software gestion empresarial,1
441,servicios sociales infancia adolescencia juventud familias formacion profesionales sector social,1
442,construccion gestion residuos,1
443,diseno produccion comercializacion productos cosmeticos,1
444,cnae confederacion actividades asociativas actividades organizaciones empresariales profesionales patronales actividades organizaciones empresariales patronale,1
445,transporte mudanzas servicios manipulado pintura limpieza tecnica graffitis,1
446,tecnologias informacion comunicacion,1
447,productos servicios sector quimica actividad principal desarrollo implantacion gestion soluciones integrales bioseguridad,1
448,fabricacion componentes conjuntos vehiculos,1
449,organizacion empresarial provincia huesca,1
450,turismo activo alquiler venta bicicletas organizacion actividades,1
451,sector aeronautica transporte aereo actividad gestores aeroportuarios,1
452,servicios auxiliares recepcionista conserjeria telefonista ordenanzas bedeles servicios limpieza inmuebles servicios domesticos particulares comunidades servicios teleasistencia,1
453,educacion superior,1
454,sector servicios sociales,1
455,medios comunicacion produccion audiovisual consultoria tecnologica impresion distribucion,1
456,compania especializada tic consultoria tecnologica transformacion digital,1
457,CNAE 2732 cnae,1
458,mutuas,1
459,mision atades asistencia integracion personas discapacidad intelectual largo itinerario vital distintos ambitos educativos sociales territorio comunidad autonoma aragon,1
460,turismo,1
461,economista,1
462,servicios colaboracion materia tributaria aapp especial admon local,1
463,economista colegiada posesion sello responsabilidad social aragon rsa consultora estrategica gestion empresarial organizaciones planificacion estrategica definicion desarrollo despliegue seguimiento modelo negocio sostenible incorporacion cultura responsabilidad social asg ambiental social gobernanza ingles esg modelo negocio mentora emprendimiento gestion coordinacion proyectos digitalizacion transformacion digital formacion presentes futuros emprendedores autonomos empresas formacion nuevas tecnologias mayor especialidad tecnologia blockchain,1
464,centro tecnologico servicios innovacion empresas,1
465,cnae federacion empresarios metal zaragoza actividades asociativas actividades organizaciones empresariales profesionales patronales actividades organizaciones empresariales patronales,1
466,promocion salud mental bienestar emocional poblacion,1
467,centro formacion continua gestion proyectos educacion formacion,1
468,investigacion exploracion explotacion recursos minerales,1
469,sector construccion obra civil produccion aridos asfalto,1
470,fabricacion hormigon fresco,1
471,industria carnica secadero jamones paletas,1
472,formacion formacion vial,1
473,gestion servicios sociales formacion,1
474,gestion servicios sociales,1
475,cluster aragones alimentacion trabaja sector industria transformadora alimentos busca reunir principales agentes economicos vinculados alimentacion aragon cluster aragones alimentacion ambito actuacion colaboracion activa quadruple helice empresas administracion publica centros investigacion entidades sociales realizacion proyectos demostrativos i+d+i,1
476,manantiales piedra sa empresa familiar dedicada embotellado agua mineral natural hace anos empresa cuenta dos manantiales instalaciones propias ubicadas localidades carinena jaraba segunda conocida calidad aguas minero medicinales declaradas utilidad publica mayor virtud aguas reside proceden manantiales subterraneos gran profundidad entornos protegidos aislados cualquier tipo contaminacion asi proceso natural filtracion permite adquirir minerales pureza caracterizan,1
477,fabricacion articulos deporte,1
478,servicios zaragoza capital,1
479,consultoria marketing direccion comercial desarrollamos servicios tres areas actuacion consultoria marketing gestion comercial diseno grafico creativo tipo soportes comunicacion imagen formacion marketing direccion comercial,1
480,fines promover desarrollo integral economico social cultural zona actuacion mencionado articulo particular promover participacion iniciativas comunitarias proyectos caracter internacional comunitario nacional regional local sensibilizar administraciones local provincial autonomica nacional instituciones comunitarias europeas objeto optimizar aprovechamiento recursos endogenos zona cara desarrollo armonico integral servir socios centro receptor distribuidor toda informacion relativa campo desarrollo local regional nivel nacional internacional centrandose labor principalmente conocimiento dotaciones recursos proyectos existentes cada momento susceptibles ser llevados cabo asociacion socios posibilitar socios intercambio experiencias metodologias intervencion ambito desarrollo local regional mantener nivel demografico adecuado facilitando caso nuevos asentamientos atendiendo conservacion restauracion medio fisico renovando adecuando estructuras necesarias equiparar condiciones vida personas areas viven poblaciones revalorizar agricultura suscitar nuevas actividades economicas sociales asociacion animo lucro ambito territorial comprende comarcas comunidad calatayud comarca aranda segun estatutos fines actividades participar elaboracion desarrollo ejecucion programas ordenacion promocion recursos naturales humanos favorecer ambito actuacion concertacion intercambio dialogo comunidades rurales fin promover solidaridad propiciar acciones comunes solicitar diputacion general aragon ejecutar caso realizacion programas proyectos relativos desarrollo rural local asociacion podra sostener emprender todas aquellas actividades acciones medidas estime necesarias cumplimiento desarrollo fines,1
481,intervencion social personas situacion riesgo pobreza exclusion social,1
482,servicios sociales infancia juventud inclusion social tercera edad,1
483,orientacion laboral empleo,1
484,centro desarrollo integral somontano ceder somontano asociacion animo lucro creada ano objetivo impulsar desarrollo somontano barbastro propio territorio formada organizaciones asociaciones estan comprometidas desarrollo territorio representativas diversos ambitos realidad social economica cultural asociacion caracteriza trabajar conjunto territorio comarca somontano barbastro vision global potenciando cohesion territorial actuando diversos sectores participacion diferentes actores territorio entidades administracion local organizaciones empresariales organizaciones profesionales agrarias sindicatos trabajadores asociaciones ciudadanas empresas emprendedores mujeres jovenes,1
485,economia social,1
486,sector tecnologias informacion telecomunicaciones,1
487,comercio recogidarestauracion venta articulos infantiles,1
488,construccion obracivil extraccion aridos fabricacion hormigon fabricacion mezclas bituminosas construccion exlotacion depuradoras aparcamientos instalaciones energias renovables eolica fotovoltaica transporte materiales obra civil alquiler maquinaria auxiliar explotacion agricola canteras regeneradas promocion inmobiliaria,1
489,formacion coaching,1
490,formacion vial formacion transversal,1
491,franquicia restauracion organizada,1
492,servicios sociosanitarios centro dia tercera edad,1
493,sector servicios fidelizacion cliente planes ahorro economia social responsabilidades civicas,1
494,formacion conductores autoescuela cap mercancias peligrosas,1
495,artes graficas rotulos material oficina reclamos,1
496,consultoria privacidad,1
497,provincial zaragoza,1
498,intervencion social educacion formal,1
499,fabricacion material medico quirurgico,1
500,ensenanza docencia cursos grafologia pericia caligrafica,1
501,ensenanza conductores profesionales vehiculos pesados actividades formacion relacionadas,1
502,gestion integral estaciones servicio,1
503,manipulado vidrio plano decoracion instalacion comercial automocionvitrinas vidrio pintado vidrio laminado,1
504,consultor empresas areas inteligencia competitiva innovacion estrategia competitividad,1
505,ensenanzas varias formacion reglada formacion empleo certificados profesionalidad,1
506,voluntariado personas mayores,1
507,juventud ocio tiempo libre turismo,1
508,infancia juventud ocio tiempo libre,1
509,social actuamos entidades instituciones beneficas sociales facilitando alimentos llegan gran numero beneficiarios finales,1
510,fundacion apip acam entidad privada caracter social dedicada atencion residencial dia colectivos funcionalidad diversa asistencia orientacion formacion inclusion sociolaboral colectivos situacion riesgo exclusion,1
511,grupo garrampa empresa integrada dentro sector artes graficas merchandising especializada branding empresarial personalizacion tipo articulos,1
512,colegio guarderia oklu british baby educacion infantil educacion primaria bachillerato internacional ib,1
513,educacion reglada,1
514,formacion vial ensenanza reglada academia idiomas especialidades formativas certificados profesionales,1
515,fabricacion componentes electronicos circuitos integrados componentes electronicos,1
516,formacion restauracion,1
517,cnae fontaneria calefaccion gas,1
518,operador logistico integral,1
519,formacion empresas desempleados escolares formacion profesorado homologado dga educacion,1
520,formacion formacion desempleados formacion empresas formacion escolares,1
521,industria quimica fabricacion productos quimicos basicos,1
522,rsc formacion dinamizacion social cultural proyectos europeos erasmus+,1
523,grupo accion local asi denominado reglamentos ue aglutinar partenariado publico privado sociedad civil cofinanciado mayoritariamente fondos europeos feader ademas autonomicos dga locales dpz comarca ayuntamientos aportaciones privadas restantes asociados objetivo desarrollo rural participativo perspectiva leader impulsando iniciativas surgen mundo rural abajo arriba consiguiente dinamizadores economicos culturales sociales ambito actuacion territorio comarcal ribera alta ebro superficialmente pequeno municipios integran abarca numerosa poblacion joven dinamica supera habitantes importante tejido empresarial,1
524,economias verde inclusiva economia responsable enmarcadas dentro nueva gobernanza basada participacion ambito nacional iberoamerica,1
525,cooperacion desarrollo educacion desarrollo sensibilizacion,1
526,sector social atencion personas paralisis cerebral trastornos afines provincia huesca,1
527,fabricacion productos descanso colchones somieres bases almohadas,1
528,empresa insercion,1
529,ad hoc gestion cultural empresa dedicada creacion produccion realizacion proyectos turisticos culturales cuenta mas anos experiencia realizacion tipo servicios medida calidad creatividad compromiso cliente senas identidad principales ambitos trabajo siguientes coordinacion planificacion gestion proyectos culturales turisticos ad hoc trabaja proyectos entendiendo gestion concepcion mas global direccion administracion planificacion gestion recursos humanos proveedores coordinacion gestion economica gestion marketing comunicacion seguimiento evaluacion proyecto nacimiento finalizacion diseno produccion ejecucion eventos ad hoc concibe eventos culturales congresos ferias espectaculos actividades animacion lectura herramienta comunicacion difusion trabajo valores clientes formacion coaching consultoria cultural turistica amplia experiencia formacion sectores turistico cultural ad hoc impartido mas horas lectivas diferentes colectivos clientes federacion aragonesa municipios comarcas provincias famcp araforem fundacion aragonesa formacion empleo ugt universidad zaragoza ayuntamiento zaragoza comarca jacetania diseno produccion exposiciones museos diseno grafico compromiso arte cultura llevado realizar numerosas exposiciones didacticas planes museograficos proyectos expositivos,1
530,ensenanzas varias formacion reglada formacion empleo,1
531,consultoria administraciones publicas empresas,1
532,compra mayor aparatos electrodomesticos,1
533,formacion online consultoria vinculada formacion,1
534,autoescuelas formacion conductores formacion transporte industria,1
535,laboratorio especializado genetica clinica forense cuya finalidad acercar diagnostico genetico especialista paciente gracias anos experiencia ofrece servicio fiable analisis interpretacion resultados apoyar toma decisiones ademas analisis geneticos muestras biologicas realiza asesoramiento servicio laboratorios investigacion desarrollo campo biologia molecular,1
536,tercer sector accion social servicios sociales ambito actuacion comunidad autonoma aragon,1
537,principalmente educativo formativo tareas innovacion sector educativo industrial relaciones empresas cinturon industrial zaragoza intercambio educativo formativo ambito internacional,1
538,formacion desarrollo integracion personal socio laboral personas riesgo exclusion parte actuacion dedicada mujeres personas discapacidad trabajo focaliza manera especial medio rural,1
539,adibama centro desarrollo rural ambito actuacion comarcas bajo martin andorra sierra arcos,1
540,sector servicios sociales dependencia personas mayores ayuda domicilio teleasistencia centros dia pisos tutelados residencias,1
541,sector motor principalmente vehiculos ruedas cuadriciclos,1
542,investigacion innovacion transferencia conocimiento biomedicina,1
543,automocion empresa tinkervan slu compania especializada transformacion vehiculos inicios remontan ano objetivo claro ser pionera desarrollo equipamientos personalizados vehiculos mixtos sirvan dia dia tambien solucion ocio condenando vehiculo solo usos construimos proyectos base tecnologica camperizacion transformacion vehiculos vivienda adaptando casi cualquier vehiculo mercado siempre bajo dos premisas fundamentales crecimiento sostenible ligado respeto medio ambiente apuesta clara tecnologia innovacion,1
544,servicios educacion,1
545,ingenieria consultoria tecnica servicio ingenieria mecanica basado tres pilares fundamentales diseno mecanico prototipado rapido fabricacion componentes funcionales ello manera eficiente personalizada trabajamos tipo sectores disenando mecanismos objetos amplio abanico necesidades sector industrial realizando disenos tipo aplicaciones industriales moldes utillajes componentes maquinaria pesada tambien automocion tipo maquinaria sector agricola realizamos disenos oleohidraulicos neumaticos diseno estandar aplicaciones especiales,1
546,consultoria normas iso calidad medioambiente seguridad salud trabajo igualdad seguridad informacion etc adaptacion legislacion proteccion datos registro marca protocolo prevencion acoso planes igualdad,1
547,fundacion inclusion caritas diocesana zaragoza creado empresa insercion trapo zaragoza slu gestionar proyecto recogida reutilizacion ropa donada integrar proceso cadena valor recogida ropa contenedores medios transporte almacen almacenamiento seleccion higienizacion transporte tiendas donacion necesidades sociales venta entidades venta publico puntos venta moda re,1
548,desarrollo fabricacion comercializacion dispositivos microfluidicos cultivo celular entorno biomimetico,1
549,desarrollo materiales industriales ecologicos,1
550,fabricacion productos farmaceuticos base desarrollo software propio,1
551,investigacion desarrollo aplicados neurociencia neurotecnologia,1
552,servicios profesionales consultoria gestion,1
553,defensa intereses generales industria comercio servicios desarrollo funciones publico administrativas encomendadas ley prestacion servicios empresas,1
554,excavaciones demoliciones obra civil servicios industriales maquinaria obras publicas,1
555,sector servicios turismo hosteleria,1
556,CNAE 4532 cnae venta distribucion recambios autobuses autocares,1
557,fisioterapia,1
558,sector construccion actividad tratamiento recubrimiento mediante pintura industrial metalizado superficies,1
559,agencia colocacion formacion aragon,1
560,separacion clasificacion materiales,1
561,desarrollo soluciones roboticas,1
562,empresa pertenece sector terciario servicios sector salud clinica especializada ortodoncia,1
563,fabricacion papel carton ondulado,1
564,CNAE 2550 cnae,1
565,gestion espacio zity ubicado recinto ferial valdespartera zaragoza fiestas pilar celebran principios octubre,1
566,fabricacion productos elastomero poliuretano,1
567,farmacia,1
568,fabricacion herrajes accesorios puertas,1
569,intermediarios comercio productos diversos actividades profesionales cientificas tecnicas consultoria gestion empresarial,1
570,regional aragon,1
571,servicios diseno espacios interiores distintos tipos uso domestico comercial hosteleria restauracion ambito privado publico,1
572,comercio productos agroalimentarios,1
573,agencia viajes turismo activo,1
574,fabricacion productos plasticos,1
575,consultoria diseno servicios experiencia usuario,1
576,instalaciones electricas alta baja tension diseno desarrollo cuadros electricos cuadros mando automatas programables instalaciones industriales montaje instalacion fibra optica red datos instalaciones aire comprimido instalaciones frio calor climatizacion instalaciones proteccion incendios instalacion tipo fluidos mecanica industrial mantenimiento industrial instalaciones atex,1
577,promotora igualdad diversidad,1
578,financiero,1
579,promocion inmobiliaria promocion venta alquiler oficinas locales comerciales produccion energia limpia,1
580,transporte maritimo,1
581,ingenieria fabricacion instalacion energias renovables convenio siderometalurgica zaragoza,1
582,gestion ciclo integral agua,1
583,ensenanza idiomas reglada,1
584,diseno impresion d industrial,1
585,actividad engloba dentro sector metal dando soporte autonomos empresas necesitan trabajos electroerosion penetracion haciendo diseno mecanizado electrodo erosion pieza maquina electroerosion penetracion permite sacar superficies geometrias complejas gran precision manera podrian obtenerse fundamentalmente realizo trabajos moldes matrices sacando zonas figura ajuste funcion especificaciones cliente cabe destacar maquina posibilidad trabajar materiales tratados cementado carburado nitrurado carbonitrurado templados etc adicionalmente tambien realizo tipos trabajos mas comunes chaveteros chaveteros ciegos interiores romper machos brocas roscas,1
586,educacion ingenieria,1
587,industrial fabricacion pieza tecnica linea blanca automocion,1
588,agropecuaria pirineo desarrolla actividad sector ganadero intensivo porcino realizando todas fases mismo crianza cerdas verracos alta genetica cebo lechones cebones produciendo piensos necesarios animales propia fabrica cuenta equipo veterinarios ingenieros tecnicos control produccion piensos salud bienestar animales forma parte grupo empresarial planta despiece navarra,1
589,alquiler venta material maquinaria construccion comercio metal,1
590,consultoria legal empresas entidades,1
591,confiterias fruterias verdad saben ponernos denominamos comercio regalos artesanales saludables unicos,1
592,servicios nutricion deportiva,1
593,cocemfe aragon actua sector social especificamente ambito discapacidad fisica organica principal objetivo promover defender derechos personas discapacidad trabajando mejorar calidad vida conseguir plena inclusion social laboral cuanto ambito actuacion enfoca varias areas clave asesoramiento entidades ofrecen apoyo integral entidades asociadas temas subvenciones gestion proyectos legislacion etc accesibilidad asesoran diseno universal promueven igualdad oportunidades personas discapacidad aragon terapia psicologica brindan servicios apoyo psicologico personas discapacidad familias formacion organizan talleres cursos adaptandose necesiades demandas entidades personas discapacidad familiares,1
594,proteccion incendios sistemas seguridad,1
595,fabricacion estructuras metalicas construccion completa obras civiles,1
596,sector ornanizacion gubernamenta ambito actuacion local provincial nacional internacional,1
597,sector publico gestion tipo infraestructuras publicas prestacion servicios agroambientales,1
598,sanitario autonomico,1
599,servicios sociales punto encuentro familiar,1
600,asociacion neuroeduca centro neuropsicologia psicologia educacion ninos ninas adolescentes anos epigrafe actuacion servicios sanitarios,1
601,gestion cultural educacion,1
602,ingenieria arquitectura calidad ambiental,1
603,entidad financiera,1
604,servicios empresas instalaciones montajes electricos,1
605,empresa dedicada industria madera fabricacion medida mobiliario principalmente comercios arquitectos interioristas decoradores menos particulares directamente,1
606,fabricacion maquinaria industrial prensas cizallas molinos fragmentadoras procesar residuos metalicos,1
607,escuelas serv perfecc deporte,1
608,sector vitivinicola,1
609,limpieza,1
610,CNAE 6201 CNAE 9102 CNAE 9103 CNAE 9104 CNAE 4110 CNAE 5229 CNAE 2620 cnae programacion consultoria actividades relacionadas informatica cnae actividades museos cnae gestion lugares edificios historicos cnae actividades jardines botanicos parques zoologicos reservas naturales cnae promocion inmobiliaria cnae actividades anexas transporte cnae fabricacion ordenadores equipos perifericos,1
611,servicios tecnologicos,1
612,formacion reglada tecnologia,1
613,diseno desarrollo soluciones productos acero hormigon industria construccion,1
614,metal codigo actividad tipo actividad empresarial iae,1
615,inyeccion plastico,1
616,fabricacion bebidas energeticas refrescos,1
617,proporcionamos empresas despachos profesionales software necesario optimizar procesos gestion empresarial forma resolver retos enfrentarse diariamente cada negocio decir ayudamos transformar digitalmente negocios adicionalmente disenamos paginas web rgpd servicios hardware,1
618,sector social red aglutina entidades aragonesas trabajan inclusion social,1
619,damos servicio personas discapacidad fibrosis quistica patologias respiratorias similares comunidad autonoma aragon,1
620,consultoria social,1
621,economia social incidencia politica incidencia publica,1
622,artistico cultural social,1
623,ingenieria arquitectura medio ambiente peritaciones,1
624,formacion atencion colectivos riesgo exclusion,1
625,seguros productos financieros,1
626,asesoramiento fiscal juridico laboral contable,1
627,CNAE 4322 cnae fontaneria climatizacion pci gas biogas calderas enfriadoras salas bombas sistema riegos infraestructura hidraulicas fotovoltaicas,1
628,sector sanitarios servicios odontologicos,1
629,fabricacion material equipo electrico,1
630,marketing comunicacion digital,1
631,fabricacion maquinaria agricola,1
632,sector servicios industriales logisticos alcance nacional,1
633,almacenamiento distribucion productos agroalimentarios envasador productos origen animal,1
634,fabricacion productos carnicos,1
635,mejora calidad vida personas enfermedad mental familias asi sensibilizacion divulgacion salud mental dirigido poblacion general,1
636,movilidad sostenible,1
637,promocion inmobiliaria,1
638,financiero promocion desarrollo industrial,1
639,comercial productos sector ganadero agricola agroindustrial diseno interior gestion montaje instalaciones ganaderas nutricion sanidad animal vegetal gestion ambiental incluye servicios ddd legionella control agua gestion documental,1
640,sanitario atencion residencial sanitaria social personas dependientes,1
641,termoconformado plastico fabricacion embalajes madera servicios,1
642,turismo activo conduccion guiado personas medio natural rafting piraguismo descenso barrnancos senderismo via ferrata multiaventura,1
643,consevas vegetales,1
644,cooperacion desarrollo sensibilizacion formacion,1
645,instalaciones industriales construccion,1
646,elaboracion chocolate artesano certificado agricultura ecologica comercio justo,1
647,atencion discapacitado auditivo zaragoza provincia,1
648,centro especial empleo,1
649,produccion fabricacion comercializacion semillas,1
650,fabricacion comercializacion electrodomesticos,1
651,fabricacion comercializacion piensos compuestos animales,1
652,gestor cadena suministro tier,1
653,socio sanitario salud mental discapacidad intelectual envejecimiento,1
654,organizacion articula actividades generacion distribucion comercializacion incluyendo cada actividad electricidad caso gas dadas actividades dedican sociedades dependientes endesa sa transacciones cuentan caracter ciclico estacional significativo mercados principales endesa realiza actividades generacion distribucion comercializacion electricidad principalmente espana portugal menor medida plataforma espana portugal comercializa electricidad gas mercados europeos particular alemania francia paises bajos asi comercializacion productos servicios relacionados negocio principal continuacion describen mercados actividades desarrolla endesa mercado espana generacion electricidad endesa desarrolla actividad generacion electrica territorio peninsular territorios peninsulares comprendiendo ultimos territorios insulares baleares canarias ciudades autonomas ceuta melilla territorio peninsular actividad generacion convencional renovable caracter actividad liberalizada pudiendo contar ultima retribucion especifica parte generacion convencional territorios peninsulares tratamiento singular atendiendo especificidades derivadas ubicacion territorial siendo retribucion regulada generacion procedente energias renovables territorios peninsulares incentivos inversion reduccion costes generacion comercializacion electricidad gas productos servicios actividad comercializacion consiste venta energia mercado asi venta productos servicios cliente comercializacion actividad liberalizada distribucion electricidad actividad distribucion energia electrica objetivo llevar electricidad puntos consumo distribucion caracter actividad regulada mercado portugal generacion electricidad actividad generacion electricidad portugal lleva cabo entorno competitivo comercializacion electricidad gas productos servicios actividad caracter liberalizado portugal consiste venta energia mercado asi venta productos servicios cliente,1
655,CNAE: 2932 cnae fabricacion componentes piezas accesorios vehiculos motor,1
656,cooperativa agricola fabrica piensos alimentacion animal,1
657,distribucion maquinaria venta productos quimicos,1
658,centro sociosanitario area psicologia area trabajo social expertos intervenciones asistidas animales terapeuticas educativas sociales ludicas formacion octubre lanzamos segunda marca llamada mr hueso fabricacion distribucion materiales paseo perros formacion asesoramiento educacion animal,1
659,empresa pertenece metal punto vista convenio colectivo realidad ligados sector automocion,1
660,fabricacion protecciones solares edificacion,1
661,educacion imparticion formacion reglada reglada,1
662,objetivos sociedad san vicente paul ssvp siguen siendo aquellos inspiradores fundadores compromiso personal espiritu justicia solidaridad voluntad actuar sociedad dentro mejorarla sectores intervencion ssvp ido cambiando tiempos propia evolucion social hoy consejo zona zaragoza encuentra presente siguientes ambitos actuacion familia infancia personas origen extranjero personas mayores minorias etnicas personas situacion vulnerabilidad social,1
663,formacion reglada formacion idiomas,1
664,ingenieria proyectos estudios direccion obras,1
665,diseno instalacion mantenimiento sistemas climatizacion calefaccion ventilacion refrigeracion procesos termicos industriales cpds salas blancas sistemas energias renovables geotermia biomasa placas solares absorcion automatizacion gestion instalaciones servicios energeticos,1
666,turismo salud,1
667,servicios empresas autonomos particulares asesoria contable fiscal laboral especialistas creacion empresas,1
668,terciario educacion,1
669,centros servicios atencion personas situacion dependencia,1
670,educacion superior formacion integral calidad mediante docencia transferencia investigacion fundamentadas participacion activa estudiantes proceso formativo solo terrminos adquisicion conocimientos sino atendiendo desarrollo persona actitudes competencias capacidades habilidades responsabilidad profesional ciudadano,1
671,organizacion empresarial ambito provincial,1
672,diseno fabricacion valvulas,1
673,sector iluminacion,1
674,mutuas colaboradoras seguridad social,1
675,fundacion picarral centra actividad realizar labor formativa educativa calidad favorezca insercion sociolaboral personas especialmente jovenes diferentes razones quedado proceso regular integracion social siendo ademas herramienta util conjunto sociedad promoviendo ejercicio efectivo ciudadania plena,1
676,fabricacion mobiliario hogar clinico,1
677,produccion transformacion comercializacion ovino,1
678,actividades organizaciones empresariales caracter autonomico aragon,1
679,sector multisectorial ambito principal desarrollado principalmente comarca ribera baja ebro amplitud segun estatutos abarca toda comunidad autonoma,1
680,servicios publicos agencia desarrollo ayuntamiento ejea caballeros,1
681,promocion iniciativas empresariales industriales servicios avanzados consideren innovadoras bien procesos fabricacion productos entorno vaya desarrollar dicha actividad empresarial logro objeto principal sociedad ofertara temporalmente iniciativas empresariales innovadoras unas instalaciones adecuadas desarrollo inicial empresas facilitando servicios comunes gestion asesoramiento asi todas operaciones accesorias manera directa antecedente consecuencia objeto principal,1
682,metal fabricacion juntas estanqueidad motores pantallas termicas,1
683,agencia desarrollo regional,1
684,ingenieria civil consultoria,1
685,instalaciones montajes electricos,1
686,sector agroalimentario actividad fabricacion comercializacion mermeladas rellenos fruta frutas verduras confitadas frutas almibar fabricamos productos agroalimentarios destino industria distribucion marcas taisi conservas falaguera,1
687,actividades recreativas entretenimiento,1
